username,user id,access hash,name,group,group id
,340739240,-1363213550304704623,Yogesh Choudhary,NIFTY-STOCK TALKS,1069447910
,508971572,-2560862311837515227,yogesh patel,NIFTY-STOCK TALKS,1069447910
yelaMM,436838106,8734710578685503273,MM,NIFTY-STOCK TALKS,1069447910
,767645223,-6054247351417640917,B Yuvaraja,NIFTY-STOCK TALKS,1069447910
,641315091,-1904966918755678821,Yess i will,NIFTY-STOCK TALKS,1069447910
Nice_to_meet_you_on_telegram,329181864,-6545578055180732506,Just_telegram,NIFTY-STOCK TALKS,1069447910
,362450463,5902753557969481841,Rahul Y,NIFTY-STOCK TALKS,1069447910
,788924049,-2037773789205142744,Pyadav Yadav,NIFTY-STOCK TALKS,1069447910
,842348702,-2895820646169086483,Jina Sirf Mere Liye I Miss You,NIFTY-STOCK TALKS,1069447910
,700630594,8290164088057865655,yaris aghbal,NIFTY-STOCK TALKS,1069447910
YogeshGavhane,307012921,-7652770226211166380,Yogesh,NIFTY-STOCK TALKS,1069447910
mrindiaabhi,789407375,-2473049004195706594,baba yaga,NIFTY-STOCK TALKS,1069447910
,793494385,-8295186017539775643,suraj yadav,NIFTY-STOCK TALKS,1069447910
,915357645,3416669124760110282,Yash Maheshwari,NIFTY-STOCK TALKS,1069447910
,432189042,2760141236887622154,Yogesh Pawar,NIFTY-STOCK TALKS,1069447910
,765982870,-7884941859543215148,yaris Jovana,NIFTY-STOCK TALKS,1069447910
,794990863,-1152538879084105928,vida yalda,NIFTY-STOCK TALKS,1069447910
,496229105,2400408468178631247,Serdar Yeter,NIFTY-STOCK TALKS,1069447910
,819338396,4596733504558322964,XX YY,NIFTY-STOCK TALKS,1069447910
,550741339,-6187363585488476578,YOGIRAJ,NIFTY-STOCK TALKS,1069447910
,696397716,-6220842328676001728,Yagnesh Rawal,NIFTY-STOCK TALKS,1069447910
Rahul071987,583131337,-1388464593039005456,Rahul Yadav,NIFTY-STOCK TALKS,1069447910
,557957064,8392830952496516637,Yuvraj Chavda,NIFTY-STOCK TALKS,1069447910
,597849993,518775771118621896,Yasin Husein,NIFTY-STOCK TALKS,1069447910
y4yatish,392887042,7030238255031076644,Yatish S V,NIFTY-STOCK TALKS,1069447910
,882486536,-4446239248402610465,Santosh Yogi,NIFTY-STOCK TALKS,1069447910
,588662281,262021239421278052,Yog,NIFTY-STOCK TALKS,1069447910
,970950746,-3078879482708075842,Sanjay Yadav Yadav,NIFTY-STOCK TALKS,1069447910
,957926380,-8693800102322035875,Yashwant Gawali,NIFTY-STOCK TALKS,1069447910
,813836668,7182412622754286998,Yash Banka,NIFTY-STOCK TALKS,1069447910
,635668880,4539723453897910817,Yash,NIFTY-STOCK TALKS,1069447910
CFAYS,533109613,-8096671546200091849,Yash Sahu,NIFTY-STOCK TALKS,1069447910
,797330727,-6768405927461222861,Yash Goyal,NIFTY-STOCK TALKS,1069447910
,640159267,5295744510666168630,Yogaraj Patil,NIFTY-STOCK TALKS,1069447910
,326222081,5823137471833956409,Yash,NIFTY-STOCK TALKS,1069447910
,696213199,-8680759582495536732,Yash,NIFTY-STOCK TALKS,1069447910
shardaji,367945720,3285837964740354577,Yogesh Sharda (Maheshwari),NIFTY-STOCK TALKS,1069447910
,559913218,2215404191459380779,Amol Yadav,NIFTY-STOCK TALKS,1069447910
LetTheAlgorithmTradeForYou,567517357,-8084129982513451865,Yash,NIFTY-STOCK TALKS,1069447910
Yogesh170,554954001,1484223440874732767,Scorpion,NIFTY-STOCK TALKS,1069447910
GY093,627798195,-5922072592680624408,YASH,NIFTY-STOCK TALKS,1069447910
,695517614,8202564624886088980,Yogesh S,NIFTY-STOCK TALKS,1069447910
YourTradeG,779448041,4506139105981039580,AKN,NIFTY-STOCK TALKS,1069447910
,577584092,-6042952885052083363,YV S,NIFTY-STOCK TALKS,1069447910
,739620424,-5933465342092107034,Amol Yadav,NIFTY-STOCK TALKS,1069447910
,831200463,1141114616041529989,Yuri Gagrin,NIFTY-STOCK TALKS,1069447910
,694069160,372623368043737524,Piyush Y,NIFTY-STOCK TALKS,1069447910
,452725074,-5437952764983670459,Yash,NIFTY-STOCK TALKS,1069447910
,922939985,-3927038261651715670,Vikram Yadav,NIFTY-STOCK TALKS,1069447910
,912858776,-6064153730578897866,Yashraj Ingale,NIFTY-STOCK TALKS,1069447910
beam101,365191710,-1423595915653033073,Yonatan Going,NIFTY-STOCK TALKS,1069447910
,517284282,4433538367659604087,Yash ningaraju,NIFTY-STOCK TALKS,1069447910
yugal_pareek,534427053,-7819068553375986686,yugal pareek,NIFTY-STOCK TALKS,1069447910
,497563507,1917171214106873556,Yash Shah,NIFTY-STOCK TALKS,1069447910
,125466170,-4349149921551502009,Yogesh Patel,NIFTY-STOCK TALKS,1069447910
,319059874,-6485653831654653724,Tejas Y B,NIFTY-STOCK TALKS,1069447910
,842050074,4303352042504297637,AMOL YADAV,NIFTY-STOCK TALKS,1069447910
,359655566,-4327541732337659457,Yatin Jaisingh,NIFTY-STOCK TALKS,1069447910
,845958643,-7775648915073454909,Ronak Yadav,NIFTY-STOCK TALKS,1069447910
,710893836,-6557838938927806764,Shreedar Yelisity,NIFTY-STOCK TALKS,1069447910
,865975543,4615302670866301023,Yash Sisodiya,NIFTY-STOCK TALKS,1069447910
,898534277,-5265075806474889649,yosi,NIFTY-STOCK TALKS,1069447910
,575251321,-8143350039533051744,cacs y,NIFTY-STOCK TALKS,1069447910
Sharebazar007,535141841,-8745449489054647126,Akshansh Yadav,NIFTY-STOCK TALKS,1069447910
,470933496,8090856025575638667,Jitendra Yadav,NIFTY-STOCK TALKS,1069447910
,571413709,1840686538474686366,YOGESH RAJ,NIFTY-STOCK TALKS,1069447910
Yashwanth_transporter,604042493,4667625866333137026,Yashwanth RK,NIFTY-STOCK TALKS,1069447910
,805206084,-4768278730211087305,Mandar Yadnik,NIFTY-STOCK TALKS,1069447910
Sidh9,196505391,7782696871771604918,Y S,NIFTY-STOCK TALKS,1069447910
Yogeshgujar,813932757,-8623996957555603441,yogesh Gujar,NIFTY-STOCK TALKS,1069447910
,813547622,1426919441168438882,Y S,NIFTY-STOCK TALKS,1069447910
YaSh10,373500261,-7706355606369232482,Yash,NIFTY-STOCK TALKS,1069447910
,336551934,-5411574943749428091,swapnil yeole,NIFTY-STOCK TALKS,1069447910
,388870017,4096397328849255351,Ramesh Yadav,NIFTY-STOCK TALKS,1069447910
Venkata_97,777673281,1355779329899659500,Venkata Ganesh Yakkati,NIFTY-STOCK TALKS,1069447910
,644292043,-7927069959579791997,Yaswanth,NIFTY-STOCK TALKS,1069447910
,883964615,7262041542466858303,Girish Kumar Yadav,NIFTY-STOCK TALKS,1069447910
Yogeshkp,378324441,-336956736268254866,Yogeshan,NIFTY-STOCK TALKS,1069447910
Yogi5456,499569920,-6429390230936112257,millionaire Yogi ︻̷┻ ═━一-,NIFTY-STOCK TALKS,1069447910
myaim100,583772090,3578934735359897728,Narender Yadav,NIFTY-STOCK TALKS,1069447910
a_non_ym,586056227,483222033034480467,R D,NIFTY-STOCK TALKS,1069447910
,553802252,5761468700473130176,Yogesh,NIFTY-STOCK TALKS,1069447910
yashap96,714907400,-3645525628627068254,Yash Patel,NIFTY-STOCK TALKS,1069447910
,883633256,-7502884731380072911,Himanshu Yadav,NIFTY-STOCK TALKS,1069447910
,708693700,3080846551204289234,Yuvraj Thorat,NIFTY-STOCK TALKS,1069447910
,713966680,2470548560507754885,Sachin Yadav,NIFTY-STOCK TALKS,1069447910
ArchnaYadav,658463458,-7979444454991750878,Archna Yadav,NIFTY-STOCK TALKS,1069447910
YAZHLISAI,653431188,8325234008560354075,Mugilan,NIFTY-STOCK TALKS,1069447910
,292410703,-3883248454752042839,Yogesh Sharma,NIFTY-STOCK TALKS,1069447910
,723450398,-7663343489528858350,Young Bull,NIFTY-STOCK TALKS,1069447910
,878977744,-3407044598656633228,Mohamed Yasin Sheriff,NIFTY-STOCK TALKS,1069447910
,806400315,6086173939185496589,Vikas Yadav,NIFTY-STOCK TALKS,1069447910
,578337978,1130693016394143971,p y,NIFTY-STOCK TALKS,1069447910
,579350535,2942845983287390459,Yogesh Jangid,NIFTY-STOCK TALKS,1069447910
,626490532,-3285510469540781305,Yogendra Singh,NIFTY-STOCK TALKS,1069447910
Youshimithsu,231999736,-4540803681267179186,PUNTER 17,NIFTY-STOCK TALKS,1069447910
Yomnat28,455967437,8523491288421965714,Tanmoy Sinha,NIFTY-STOCK TALKS,1069447910
,635838733,4309923528873678236,Yogesh Shitap,NIFTY-STOCK TALKS,1069447910
,367948154,-2534316612534437211,Yunas Koonhal,NIFTY-STOCK TALKS,1069447910
,805616808,-5697284852893687156,Baba Yaga,NIFTY-STOCK TALKS,1069447910
,814015270,3128996628888756968,Yash Agrawal,NIFTY-STOCK TALKS,1069447910
,771697646,-3413509183391044449,Yogesh Khatri,NIFTY-STOCK TALKS,1069447910
Yasir2422,744627572,3700050576124894980,Yasir Ansari,NIFTY-STOCK TALKS,1069447910
,745385389,1473664021741310943,YASH MALHOTRA,NIFTY-STOCK TALKS,1069447910
,741583255,-5806900083526928313,Yogi Durhan,NIFTY-STOCK TALKS,1069447910
,801119519,-4212978142775423526,Sanjay Yadav,NIFTY-STOCK TALKS,1069447910
,800533090,7485002653754359942,mohit yadav,NIFTY-STOCK TALKS,1069447910
,886628667,4391074739815102126,Krishna Y,NIFTY-STOCK TALKS,1069447910
,211634526,-9195262727175500549,god is looking you,NIFTY-STOCK TALKS,1069447910
,279885376,6508906316185374138,BOMMESH YP,NIFTY-STOCK TALKS,1069447910
anu_9960,172999028,2345535991387926462,Ananta Y,NIFTY-STOCK TALKS,1069447910
,720239494,2543901786255389604,Yash,NIFTY-STOCK TALKS,1069447910
yours_AB,822689319,-2577604181022309161,Akshay B,NIFTY-STOCK TALKS,1069447910
,599643290,925223063420631698,Yash Adawadkar,NIFTY-STOCK TALKS,1069447910
,504602186,8284363596366563007,YOGESH KAMATHE,NIFTY-STOCK TALKS,1069447910
,804056703,3875046844940822549,Shubham Yadav,NIFTY-STOCK TALKS,1069447910
tradeintrendmarket,382708502,1572202953769860326,Yogesh,NIFTY-STOCK TALKS,1069447910
,726055539,8443852948555025852,Ram Yadav,NIFTY-STOCK TALKS,1069447910
,848396016,-6287325375655394009,yugal jain,NIFTY-STOCK TALKS,1069447910
,724399440,-5862806477183114942,Yash,NIFTY-STOCK TALKS,1069447910
,413946576,6160397388171657390,Sonu Yadav,NIFTY-STOCK TALKS,1069447910
,674643630,-3628085128695640024,Yash Sevkani,NIFTY-STOCK TALKS,1069447910
,377019117,8130833102949438509,Yogi Bagree,NIFTY-STOCK TALKS,1069447910
,669767694,1328913805554244582,Yatish Suvarna,NIFTY-STOCK TALKS,1069447910
,725351754,-1388032442148524768,Yogesh Parmar,NIFTY-STOCK TALKS,1069447910
,599500060,-8350412428433223343,Gagan Yadav,NIFTY-STOCK TALKS,1069447910
xue521125qing,538584088,2921097065798114141,yuxue cui,NIFTY-STOCK TALKS,1069447910
Yashheniya,526371016,-5159491969385399377,Yash Heniya,NIFTY-STOCK TALKS,1069447910
,773459449,-7059620059345388847,Yashvardhan Suryavanshi,NIFTY-STOCK TALKS,1069447910
,453837701,-8949755834855222630,Yogesh Kaushik,NIFTY-STOCK TALKS,1069447910
Yeswant,574346236,-8108424122460324919,G Nagaraju,NIFTY-STOCK TALKS,1069447910
,238770985,4296550137424080210,Yashraj Joshi,NIFTY-STOCK TALKS,1069447910
,523211756,7214350748473513664,Yusuf Ali,NIFTY-STOCK TALKS,1069447910
,713594909,6494677122601114607,Yagnik Yadav,NIFTY-STOCK TALKS,1069447910
,579749793,-4954958021248145294,Ajit Yadav,NIFTY-STOCK TALKS,1069447910
,708697932,6093856554901761043,Harsh Yadav,NIFTY-STOCK TALKS,1069447910
,712119187,1167678443620309600,Mani Yadav,NIFTY-STOCK TALKS,1069447910
,654544924,-3688843105497232386,Yuvi~Raghu,NIFTY-STOCK TALKS,1069447910
,796270620,8920040186164787172,Mahendra Yadav,NIFTY-STOCK TALKS,1069447910
Yogeshjain,369392759,2325100461968961864,Yogesh Jain,NIFTY-STOCK TALKS,1069447910
,736544499,-3566229454841540365,YAKAIAH THADEM,NIFTY-STOCK TALKS,1069447910
Gopaltreders1473,472330476,-9118984378253984809,Yagnesh thakkar,NIFTY-STOCK TALKS,1069447910
,41214502,7746451230764055183,Sandeep Yeola,NIFTY-STOCK TALKS,1069447910
,735179430,-5080230572232983883,Vishal Yerbup,NIFTY-STOCK TALKS,1069447910
,639736545,1586807748784194530,Yuva Rocker,NIFTY-STOCK TALKS,1069447910
,647180210,-1768512815077142542,Yogesh Konkatti,NIFTY-STOCK TALKS,1069447910
,723383462,5034859174371028031,Yogesh Yadav,NIFTY-STOCK TALKS,1069447910
coolyogi,90566668,4264716529932474250,Yogesh Thakur,NIFTY-STOCK TALKS,1069447910
xugijily,981730318,-1628744042490988118,Abigail Daly,NIFTY-STOCK TALKS,1069447910
nXprt,361167444,-1553804946947043357,xprt,NIFTY-STOCK TALKS,1069447910
Iabhis,685925965,8183600464856753474,Xxxx,NIFTY-STOCK TALKS,1069447910
,891293133,3555048734736103482,xxnx jaan,NIFTY-STOCK TALKS,1069447910
,746056236,-797747340079062634,Xtzaqiop wafib,NIFTY-STOCK TALKS,1069447910
rupeexn,411166349,-5770693120654506214,RUPEE XN,NIFTY-STOCK TALKS,1069447910
Xfactor88,700490624,-47924173940254983,xFactor Sync,NIFTY-STOCK TALKS,1069447910
xmanultra,457068638,5477253554996278020,Suraj Patil Ultra,NIFTY-STOCK TALKS,1069447910
Hitu41,334251866,3200632037355933109,XYZ,NIFTY-STOCK TALKS,1069447910
,404947681,-2500399475231060593,xenohello,NIFTY-STOCK TALKS,1069447910
xxd007,51701489,-2458865673829387171,Bέing Huṃan ✨,NIFTY-STOCK TALKS,1069447910
,215325220,2379323425470336789,F X,NIFTY-STOCK TALKS,1069447910
Aayu006,403675891,2986332265413642891,Web 11 Ayu,NIFTY-STOCK TALKS,1069447910
Way2AgradeGovtjob,740662789,-2250681220185501384,3MONKIES,NIFTY-STOCK TALKS,1069447910
,220030212,-3336293624521368472,Wilson Gohel,NIFTY-STOCK TALKS,1069447910
assurewealth88,419305218,7876043561837831478,Assure Wealth,NIFTY-STOCK TALKS,1069447910
,477439361,-7681676780466011348,Deepa- Watsap- 8078585492,NIFTY-STOCK TALKS,1069447910
Prasad90,563319035,7243465000094627495,Prasad Wadavane,NIFTY-STOCK TALKS,1069447910
WATSAPP_8608063913,263297306,6509894449355938423,Future n Option Durai K,NIFTY-STOCK TALKS,1069447910
olaej,161298019,8133306873374232734,winner,NIFTY-STOCK TALKS,1069447910
Winnerov,717739394,-8969588835500485616,BN,NIFTY-STOCK TALKS,1069447910
Bnkrpt7,506324881,-760864067122292291,Lokesh Wankhade,NIFTY-STOCK TALKS,1069447910
Shahpb1,578405698,-6244964055926798383,Paresh Shah - SEBI Reg. Research Analyst www.sharesnservices.com,NIFTY-STOCK TALKS,1069447910
Sri1987,253477835,-4969455501063588543,alex wood,NIFTY-STOCK TALKS,1069447910
SANJUSONI1143,431523652,6694079731691807362,BABA SHER WEALTH ADVISOR,NIFTY-STOCK TALKS,1069447910
,479450530,-4724257792693414047,Jhonny Walker,NIFTY-STOCK TALKS,1069447910
,908327852,-4343863961799013268,Widiatama Bobola,NIFTY-STOCK TALKS,1069447910
WealthTrainer,550831792,-4344302104752175972,Join @LEARNN4EARN FREE,NIFTY-STOCK TALKS,1069447910
wolfyydlstrt,610879791,1192974458771217823,Wolf of Dalal Street,NIFTY-STOCK TALKS,1069447910
,471564689,5025638078510523911,$w@pnil Dh@w@le,NIFTY-STOCK TALKS,1069447910
wealthworldmajic,265380288,-6171742678877612369,WealthWorld,NIFTY-STOCK TALKS,1069447910
,938775354,7432583884037330421,Priya warrier,NIFTY-STOCK TALKS,1069447910
MJSTOCKEXCHANGE,484319228,-7177391780678852953,Warrior Trading,NIFTY-STOCK TALKS,1069447910
,738596410,-6465390685198283590,Jean Wartho,NIFTY-STOCK TALKS,1069447910
,678381293,3224468718071980801,Hugo Weber,NIFTY-STOCK TALKS,1069447910
SLOWBUTSTEADYWINSTHERACE,314624454,-5763326623278655324,SLOW BUT STEADY WINS THE RACE,NIFTY-STOCK TALKS,1069447910
Weparikhparth,628758654,-8401258695330018849,Parth Parikh,NIFTY-STOCK TALKS,1069447910
vinaywalvekar,429491171,-707087498087749533,Vinay Walvekar,NIFTY-STOCK TALKS,1069447910
Steel_win,460280619,989417540228322439,Steel,NIFTY-STOCK TALKS,1069447910
WhiteDevil008,899836192,-4928892694129994806,Parimit Rathod,NIFTY-STOCK TALKS,1069447910
whizkidon,281995347,948273966071908703,Raj,NIFTY-STOCK TALKS,1069447910
,481407217,7941443973854457385,AK Warrier,NIFTY-STOCK TALKS,1069447910
,488688897,6547515238358807806,pushpendra bhadoria gwalior wale,NIFTY-STOCK TALKS,1069447910
faegyfyki,862725101,-278333219948598805,Charles Weston,NIFTY-STOCK TALKS,1069447910
wokaehipae,930284146,2035528859309281484,Maya Jenkins,NIFTY-STOCK TALKS,1069447910
